,retweets,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity,Time,Year,Month,Date,text_without_stopwords,corpus,hashtags
149,1,FactChecker76,1,Littleknown verifiable climate change fact 3Global warming is primarily higher nighttime lows especially in winter and near the polesClimate ClimateChange ClimateEmergency ClimateCrisis NetZero ClimateAction ClimateAngst Carbon Details,FChecker76,United States,False,2404,4961,0.1166666666666666,0.6333333333333333,15:23:24,2020,08,12,Littleknown verifiable climate change fact 3Global warming primarily higher nighttime lows especially winter near polesClimate ClimateChange ClimateEmergency ClimateCrisis NetZero ClimateAction ClimateAngst Carbon Details ,littleknown verifiable climate change fact global warming primarily higher nighttime low especially winter near polesclimate climatechange climateemergency climatecrisis netzero climateaction climateangst carbon detail,"['littleknown', 'verifiable', 'climate', 'change', 'fact', 'global', 'warming', 'primarily', 'higher', 'nighttime']"
152,0,"Tom Gillispie, WRITER/EDITOR",0,deserts TURNING DESERTS INTO FORESTS climate change CO2 global warming forests,SptsGuy1,"Rural Hall, NC",False,2281,2155,0.0,0.0,05:29:57,2020,08,08,deserts TURNING DESERTS INTO FORESTS climate change CO2 global warming forests ,desert turning desert forest climate change co global warming forest,"['desert', 'forest', 'turning', 'climate', 'change', 'co', 'global', 'warming']"
154,0,Wetter-Center.de,0,Climate News Analyzing marine ecosystems from 6000 to 5000 years ago to anticipate changes caused by global warming,meteomara,"Prenzlauer Berg, Berlin, DE",False,2116,1786,0.0,0.0,19:38:13,2020,08,05,Climate News Analyzing marine ecosystems 6000 5000 years ago anticipate changes caused global warming ,climate news analyzing marine ecosystem year ago anticipate change caused global warming,"['climate', 'news', 'analyzing', 'marine', 'ecosystem', 'year', 'ago', 'anticipate', 'change', 'caused']"
155,0,bronie,0,Global warming climate change,bronie_adelaide,"Adelaide, South Australia",False,23,56,0.0,0.0,08:19:01,2020,07,31,Global warming climate change ,global warming climate change,"['global', 'warming', 'climate', 'change']"
156,0,Mrityunjay jha,1,SwagataDam Due to warm weather last 10 days thats why a huge lightning and thunder developed in the clouds Climate change Global warming Mumbai rains,Mrityun69186898,From Mumbai Maharashtra,False,29,271,0.1625,0.3736111111111111,10:57:23,2020,07,28,SwagataDam Due warm weather last 10 days thats huge lightning thunder developed clouds Climate change Global warming Mumbai rains ,swagatadam due warm weather last day thats huge lightning thunder developed cloud climate change global warming mumbai rain,"['swagatadam', 'due', 'warm', 'weather', 'last', 'day', 'thats', 'huge', 'lightning', 'thunder']"
158,0,Symbio Energy,0,As the world braces itself for the impact of global warming it is now more vital than ever to have an accurate detailed picture of how exactly the climate will changeclimate climatechange environment world UK savetheplanet globalwarming,SymbioEnergy,United Kingdom,False,272,1102,0.2749999999999999,0.4222222222222222,08:01:06,2020,07,27,As world braces impact global warming vital ever accurate detailed picture exactly climate changeclimate climatechange environment world UK savetheplanet globalwarming ,world brace impact global warming vital ever accurate detailed picture exactly climate changeclimate climatechange environment world uk savetheplanet globalwarming,"['world', 'brace', 'impact', 'global', 'warming', 'vital', 'accurate', 'detailed', 'picture', 'exactly']"
159,0,Randy Schisler,1,Climate Change ClimateChange Science History Global Warming GlobalWarming Earth How Earths Climate Changes Naturally and Why Things Are Different Now via QuantaMagazine,airschis,"Vancouver, British Columbia",False,1095,1971,0.0333333333333333,0.3333333333333333,19:56:11,2020,07,21,Climate Change ClimateChange Science History Global Warming GlobalWarming Earth How Earths Climate Changes Naturally Why Things Are Different Now via QuantaMagazine ,climate change climatechange science history global warming globalwarming earth earth climate change naturally thing different via quantamagazine,"['climate', 'change', 'earth', 'climatechange', 'science', 'history', 'global', 'warming', 'globalwarming', 'naturally']"
162,0,Supply Chain Revolution,2,The Price tag for climate change in the US is 140B per yr This is to make the changes humanity needs to adapt to a warming world Its less than 02 of global GDP We talk about it TomRaftery SCMatSAP supplychain Sustainability climate,_SC_Revolution,Earth,False,1991,1839,-0.0833333333333333,0.0333333333333333,17:15:08,2020,07,16,The Price tag climate change US 140B per yr This make changes humanity needs adapt warming world Its less 02 global GDP We talk TomRaftery SCMatSAP supplychain Sustainability climate ,price tag climate change u b per yr make change humanity need adapt warming world le global gdp talk tomraftery scmatsap supplychain sustainability climate,"['climate', 'change', 'price', 'tag', 'u', 'b', 'per', 'yr', 'make', 'humanity']"
164,0,Paul Acocella,1,GAO report Trump admin underestimated damages by GreenHouse emissions enabling the govt to justify costs of repealing or weakening climate change regsHarm that global warming will cause estimated to be 7 times lower than previous federal estimates,PaulAcocella,nj,False,115,441,-0.0833333333333333,0.0833333333333333,20:06:30,2020,07,15,GAO report Trump admin underestimated damages GreenHouse emissions enabling govt justify costs repealing weakening climate change regsHarm global warming cause estimated 7 times lower previous federal estimates ,gao report trump admin underestimated damage greenhouse emission enabling govt justify cost repealing weakening climate change regsharm global warming cause estimated time lower previous federal estimate,"['gao', 'report', 'trump', 'admin', 'underestimated', 'damage', 'greenhouse', 'emission', 'enabling', 'govt']"
165,0,Gary F.,1,Growing up in the 70s they used to shit us up with the ice age that was coming Then in the 80s we were all going to die in flames with global warming Sadly that didnt happen so we renamed it climate change Which is great because now we wont have to keep changing itClimate,Ferg0404,"Community of Valencia, Spain",False,1538,1426,0.025,0.6375,15:30:01,2020,07,13,Growing 70s used shit us ice age coming Then 80s going die flames global warming Sadly didnt happen renamed climate change Which great wont keep changing itClimate ,growing used shit u ice age coming going die flame global warming sadly didnt happen renamed climate change great wont keep changing itclimate,"['growing', 'used', 'shit', 'u', 'ice', 'age', 'coming', 'going', 'die', 'flame']"
166,8,Caribbean disaster,12,Deep Indian Ocean temperature data shows warming in deeper layers in addition to the existent concern of surface warming paving the way to visible changes in Monsoon patterns and climate anomalies on a global scaleVisualPersist,BagalueSunab,Jamaica- Trinidad &Tobago,False,3006,3852,0.0,0.2,15:24:35,2020,07,12,Deep Indian Ocean temperature data shows warming deeper layers addition existent concern surface warming paving way visible changes Monsoon patterns climate anomalies global scaleVisualPersist ,deep indian ocean temperature data show warming deeper layer addition existent concern surface warming paving way visible change monsoon pattern climate anomaly global scalevisualpersist,"['warming', 'deep', 'indian', 'ocean', 'temperature', 'data', 'show', 'deeper', 'layer', 'addition']"
167,0,Dr. Subhash Thaledi,7,It has been raining since morning in Dehradun It gives a pleasant relief here but if the rain stops heat and humidity starts again 45 decades ago even fan were never required here but today cannot live without AC Is it the effect of Climate change or GlobalWarming,SubhashThaledi,"Dehradun, India",False,196,519,0.4348484848484848,0.7333333333333334,01:03:19,2020,07,12,It raining since morning Dehradun It gives pleasant relief rain stops heat humidity starts 45 decades ago even fan never required today cannot live without AC Is effect Climate change GlobalWarming ,raining since morning dehradun give pleasant relief rain stop heat humidity start decade ago even fan never required today cannot live without ac effect climate change globalwarming,"['raining', 'morning', 'dehradun', 'give', 'pleasant', 'relief', 'rain', 'stop', 'heat', 'humidity']"
170,0,Patricia Schouker 💡,1,All things being equal ie no change in climate change policy physical risks would be greatly increased as global emissions keep rising until 2080 leading to more than 3C of warming wiping out 25 of GDP Physical risksclimate related conflict migration extreme weather,Patricia_Energy,Europe & Washington D.C. ⛳️,False,7210,1823,0.146875,0.3982142857142857,13:17:08,2020,07,01,All things equal ie change climate change policy physical risks would greatly increased global emissions keep rising 2080 leading 3C warming wiping 25 GDP Physical risksclimate related conflict migration extreme weather ,thing equal ie change climate change policy physical risk would greatly increased global emission keep rising leading c warming wiping gdp physical risksclimate related conflict migration extreme weather,"['change', 'physical', 'thing', 'equal', 'ie', 'climate', 'policy', 'risk', 'greatly', 'increased']"
171,0,"Tom Gillispie, EDITOR/WRITER",1,science The 11TH HOUR FOR THE EARTH climate change climatechange global warming,EDITORatWORK,"Rural Hall, North Carolina, USA",False,4191,3708,0.0,0.0,23:19:12,2020,06,30,science The 11TH HOUR FOR THE EARTH climate change climatechange global warming ,science th hour earth climate change climatechange global warming,"['science', 'th', 'hour', 'earth', 'climate', 'change', 'climatechange', 'global', 'warming']"
